CO2 (ppm),Temperature (°C),Relative humidity (%RH),CH4 (ppm),Timestamp,Chamber (N)
1285,27.43,90.97,0,2026/8/28 22:53,Batch 2 · 207
1288,27.43,91.01,0,2026/8/28 22:54,Batch 2 · 207
1289,27.44,90.99,0,2026/8/28 22:55,Batch 2 · 207
1291,27.47,91,0,2026/8/28 22:56,Batch 2 · 207
1290,27.47,91.05,0,2026/8/28 22:57,Batch 2 · 207
1293,27.5,91.1,0,2026/8/28 22:58,Batch 2 · 207
1294,27.53,91.07,0,2026/8/28 22:59,Batch 2 · 207
1296,27.53,91.11,0,2026/8/28 23:00,Batch 2 · 207
1295,27.56,91.13,0,2026/8/28 23:01,Batch 2 · 207
1298,27.56,91.14,0,2026/8/28 23:02,Batch 2 · 207
1296,27.58,91.14,0,2026/8/28 23:03,Batch 2 · 207
1295,27.61,91.14,0,2026/8/28 23:04,Batch 2 · 207
1299,27.64,91.15,0,2026/8/28 23:05,Batch 2 · 207
1301,27.64,91.17,0,2026/8/28 23:06,Batch 2 · 207
1300,27.65,91.19,0,2026/8/28 23:07,Batch 2 · 207
1303,27.68,91.19,0,2026/8/28 23:08,Batch 2 · 207
1302,27.7,91.19,0,2026/8/28 23:09,Batch 2 · 207
1302,27.71,91.22,0,2026/8/28 23:10,Batch 2 · 207
1304,27.74,91.2,0,2026/8/28 23:11,Batch 2 · 207
1305,27.77,91.21,0,2026/8/28 23:12,Batch 2 · 207
1305,27.78,91.2,0,2026/8/28 23:13,Batch 2 · 207
1306,27.78,91.21,0,2026/8/28 23:14,Batch 2 · 207
1311,27.84,91.19,0,2026/8/28 23:15,Batch 2 · 207
1312,27.81,91.19,0,2026/8/28 23:16,Batch 2 · 207
1308,27.85,91.18,0,2026/8/28 23:17,Batch 2 · 207
1308,27.87,91.2,0,2026/8/28 23:18,Batch 2 · 207
1312,27.91,91.19,0,2026/8/28 23:19,Batch 2 · 207
1316,27.91,91.19,0,2026/8/28 23:20,Batch 2 · 207
1315,27.91,91.19,0,2026/8/28 23:21,Batch 2 · 207
1312,27.97,91.16,0,2026/8/28 23:22,Batch 2 · 207
1312,27.97,91.2,0,2026/8/28 23:23,Batch 2 · 207
1315,27.97,91.15,0,2026/8/28 23:24,Batch 2 · 207
1316,28.01,91.14,0,2026/8/28 23:26,Batch 2 · 207
1314,28.02,91.14,0,2026/8/28 23:27,Batch 2 · 207
1316,28.05,91.15,0,2026/8/28 23:28,Batch 2 · 207
1319,28.08,91.13,0,2026/8/28 23:29,Batch 2 · 207
1320,28.08,91.13,0,2026/8/28 23:30,Batch 2 · 207
1321,28.09,91.12,0,2026/8/28 23:31,Batch 2 · 207
1323,28.13,91.13,0,2026/8/28 23:32,Batch 2 · 207
1322,28.13,91.12,0,2026/8/28 23:33,Batch 2 · 207
1322,28.16,91.1,0,2026/8/28 23:34,Batch 2 · 207
1325,28.19,91.07,0,2026/8/28 23:35,Batch 2 · 207
1326,28.18,91.08,0,2026/8/28 23:36,Batch 2 · 207
1327,28.22,91.1,0,2026/8/28 23:37,Batch 2 · 207
1328,28.2,91.05,0,2026/8/28 23:38,Batch 2 · 207
1330,28.25,91.05,0,2026/8/28 23:39,Batch 2 · 207
1329,28.28,91.05,0,2026/8/28 23:40,Batch 2 · 207
1330,28.26,91.05,0,2026/8/28 23:41,Batch 2 · 207
1332,28.28,91.02,0,2026/8/28 23:42,Batch 2 · 207
1334,28.3,91,0,2026/8/28 23:43,Batch 2 · 207
1334,28.3,90.99,0,2026/8/28 23:44,Batch 2 · 207
1335,28.33,91,0,2026/8/28 23:45,Batch 2 · 207
1337,28.33,90.98,0,2026/8/28 23:46,Batch 2 · 207
1338,28.37,91,0,2026/8/28 23:47,Batch 2 · 207
1340,28.37,90.95,0,2026/8/28 23:48,Batch 2 · 207
1340,28.4,90.95,0,2026/8/28 23:49,Batch 2 · 207
1338,28.42,90.94,0,2026/8/28 23:50,Batch 2 · 207
1341,28.43,90.91,0,2026/8/28 23:51,Batch 2 · 207
1342,28.43,90.91,0,2026/8/28 23:52,Batch 2 · 207
1346,28.44,90.91,0,2026/8/28 23:53,Batch 2 · 207
1345,28.49,90.88,0,2026/8/28 23:54,Batch 2 · 207
1346,28.47,90.89,0,2026/8/28 23:55,Batch 2 · 207
1348,28.5,90.91,0,2026/8/28 23:56,Batch 2 · 207
1352,28.51,90.88,0,2026/8/28 23:57,Batch 2 · 207
1351,28.53,90.87,0,2026/8/28 23:58,Batch 2 · 207
1351,28.53,90.82,0,2026/8/28 23:59,Batch 2 · 207
1353,28.54,90.81,0,2026/8/29 0:00,Batch 2 · 207
1354,28.56,90.82,0,2026/8/29 0:01,Batch 2 · 207
1352,28.57,90.83,0,2026/8/29 0:02,Batch 2 · 207
1350,28.6,90.84,0,2026/8/29 0:03,Batch 2 · 207
1355,28.58,90.76,0,2026/8/29 0:04,Batch 2 · 207
1356,28.6,90.77,0,2026/8/29 0:05,Batch 2 · 207
1358,28.64,90.77,0,2026/8/29 0:06,Batch 2 · 207
1362,28.64,90.78,0,2026/8/29 0:07,Batch 2 · 207
1361,28.65,90.76,0,2026/8/29 0:08,Batch 2 · 207
1362,28.68,90.76,0,2026/8/29 0:09,Batch 2 · 207
1363,28.67,90.72,0,2026/8/29 0:10,Batch 2 · 207
1362,28.65,90.73,0,2026/8/29 0:11,Batch 2 · 207
1365,28.71,90.73,0,2026/8/29 0:12,Batch 2 · 207
1366,28.71,90.69,0,2026/8/29 0:13,Batch 2 · 207
1365,28.72,90.68,0,2026/8/29 0:14,Batch 2 · 207
1367,28.74,90.66,0,2026/8/29 0:15,Batch 2 · 207
1369,28.75,90.7,0,2026/8/29 0:16,Batch 2 · 207
1369,28.74,90.66,0,2026/8/29 0:17,Batch 2 · 207
1367,28.78,90.68,0,2026/8/29 0:18,Batch 2 · 207
1369,28.78,90.65,0,2026/8/29 0:19,Batch 2 · 207
1371,28.81,90.66,0,2026/8/29 0:20,Batch 2 · 207
1374,28.81,90.61,0,2026/8/29 0:21,Batch 2 · 207
1375,28.83,90.64,0,2026/8/29 0:22,Batch 2 · 207
1377,28.83,90.62,0,2026/8/29 0:23,Batch 2 · 207
1376,28.84,90.61,0,2026/8/29 0:24,Batch 2 · 207
1378,28.83,90.59,0,2026/8/29 0:25,Batch 2 · 207
1378,28.87,90.59,0,2026/8/29 0:26,Batch 2 · 207
1380,28.88,90.59,0,2026/8/29 0:27,Batch 2 · 207
1381,28.87,90.56,0,2026/8/29 0:28,Batch 2 · 207
1380,28.89,90.56,0,2026/8/29 0:29,Batch 2 · 207
1383,28.89,90.58,0,2026/8/29 0:30,Batch 2 · 207
1385,28.92,90.56,0,2026/8/29 0:31,Batch 2 · 207
1386,28.91,90.54,0,2026/8/29 0:32,Batch 2 · 207
1387,28.92,90.52,0,2026/8/29 0:33,Batch 2 · 207
1388,28.94,90.56,0,2026/8/29 0:34,Batch 2 · 207
1389,28.95,90.54,0,2026/8/29 0:35,Batch 2 · 207
1391,28.95,90.5,0,2026/8/29 0:36,Batch 2 · 207
1392,28.96,90.53,0,2026/8/29 0:37,Batch 2 · 207
1393,28.96,90.51,0,2026/8/29 0:38,Batch 2 · 207
1393,28.98,90.53,0,2026/8/29 0:39,Batch 2 · 207
1395,28.99,90.49,0,2026/8/29 0:40,Batch 2 · 207
1397,29.01,90.46,0,2026/8/29 0:41,Batch 2 · 207
1395,29.01,90.48,0,2026/8/29 0:42,Batch 2 · 207
1395,29.01,90.47,0,2026/8/29 0:43,Batch 2 · 207
1400,29.04,90.47,0,2026/8/29 0:44,Batch 2 · 207
1400,29.05,90.45,0,2026/8/29 0:46,Batch 2 · 207
1402,29.06,90.46,0,2026/8/29 0:47,Batch 2 · 207
1403,29.06,90.44,0,2026/8/29 0:48,Batch 2 · 207
1402,29.06,90.44,0,2026/8/29 0:49,Batch 2 · 207
1402,29.08,90.42,0,2026/8/29 0:50,Batch 2 · 207
1401,29.11,90.41,0,2026/8/29 0:51,Batch 2 · 207
1400,29.12,90.43,0,2026/8/29 0:52,Batch 2 · 207
1404,29.11,90.4,0,2026/8/29 0:53,Batch 2 · 207
1406,29.13,90.4,0,2026/8/29 0:54,Batch 2 · 207
1406,29.12,90.35,0,2026/8/29 0:55,Batch 2 · 207
1407,29.11,90.4,0,2026/8/29 0:56,Batch 2 · 207
1410,29.12,90.35,0,2026/8/29 0:57,Batch 2 · 207
1409,29.15,90.37,0,2026/8/29 0:58,Batch 2 · 207
1410,29.18,90.37,0,2026/8/29 0:59,Batch 2 · 207
1411,29.18,90.37,0,2026/8/29 1:00,Batch 2 · 207
1412,29.16,90.37,0,2026/8/29 1:01,Batch 2 · 207
1414,29.18,90.35,0,2026/8/29 1:02,Batch 2 · 207
1416,29.18,90.36,0,2026/8/29 1:03,Batch 2 · 207
1420,29.19,90.33,0,2026/8/29 1:04,Batch 2 · 207
1422,29.2,90.34,0,2026/8/29 1:05,Batch 2 · 207
1419,29.2,90.33,0,2026/8/29 1:06,Batch 2 · 207
1420,29.23,90.34,0,2026/8/29 1:07,Batch 2 · 207
1423,29.22,90.31,0,2026/8/29 1:08,Batch 2 · 207
1421,29.23,90.33,0,2026/8/29 1:09,Batch 2 · 207
1423,29.22,90.26,0,2026/8/29 1:10,Batch 2 · 207
1425,29.26,90.28,0,2026/8/29 1:11,Batch 2 · 207
1425,29.26,90.3,0,2026/8/29 1:12,Batch 2 · 207
1424,29.24,90.27,0,2026/8/29 1:13,Batch 2 · 207
1425,29.27,90.29,0,2026/8/29 1:14,Batch 2 · 207
1426,29.27,90.3,0,2026/8/29 1:15,Batch 2 · 207
1426,29.29,90.27,0,2026/8/29 1:16,Batch 2 · 207
1429,29.29,90.25,0,2026/8/29 1:17,Batch 2 · 207
1431,29.27,90.21,0,2026/8/29 1:18,Batch 2 · 207
1432,29.32,90.22,0,2026/8/29 1:19,Batch 2 · 207
1435,29.3,90.23,0,2026/8/29 1:20,Batch 2 · 207
1435,29.33,90.21,0,2026/8/29 1:21,Batch 2 · 207
1434,29.32,90.27,0,2026/8/29 1:22,Batch 2 · 207
1434,29.3,90.23,0,2026/8/29 1:23,Batch 2 · 207
1435,29.33,90.18,0,2026/8/29 1:24,Batch 2 · 207
1435,29.36,90.21,0,2026/8/29 1:25,Batch 2 · 207
1439,29.33,90.21,0,2026/8/29 1:26,Batch 2 · 207
1439,29.34,90.19,0,2026/8/29 1:27,Batch 2 · 207
1438,29.39,90.19,0,2026/8/29 1:28,Batch 2 · 207
1441,29.39,90.2,0,2026/8/29 1:29,Batch 2 · 207
1442,29.4,90.19,0,2026/8/29 1:30,Batch 2 · 207
1442,29.4,90.21,0,2026/8/29 1:31,Batch 2 · 207
1443,29.39,90.19,0,2026/8/29 1:32,Batch 2 · 207
1447,29.39,90.16,0,2026/8/29 1:33,Batch 2 · 207
1444,29.38,90.15,0,2026/8/29 1:34,Batch 2 · 207
1445,29.39,90.16,0,2026/8/29 1:35,Batch 2 · 207
1447,29.42,90.15,0,2026/8/29 1:36,Batch 2 · 207
1450,29.44,90.16,0,2026/8/29 1:37,Batch 2 · 207
1451,29.42,90.15,0,2026/8/29 1:38,Batch 2 · 207
1449,29.43,90.15,0,2026/8/29 1:39,Batch 2 · 207
1445,29.44,90.12,0,2026/8/29 1:40,Batch 2 · 207
1450,29.44,90.12,0,2026/8/29 1:41,Batch 2 · 207
1454,29.46,90.13,0,2026/8/29 1:42,Batch 2 · 207
1455,29.46,90.12,0,2026/8/29 1:43,Batch 2 · 207
1454,29.47,90.15,0,2026/8/29 1:44,Batch 2 · 207
1454,29.44,90.09,0,2026/8/29 1:45,Batch 2 · 207
1458,29.47,90.13,0,2026/8/29 1:46,Batch 2 · 207
1457,29.46,90.13,0,2026/8/29 1:47,Batch 2 · 207
1459,29.47,90.11,0,2026/8/29 1:48,Batch 2 · 207
1462,29.5,90.09,0,2026/8/29 1:49,Batch 2 · 207
1462,29.49,90.12,0,2026/8/29 1:50,Batch 2 · 207
1461,29.51,90.07,0,2026/8/29 1:51,Batch 2 · 207
1462,29.51,90.08,0,2026/8/29 1:52,Batch 2 · 207
1465,29.49,90.05,0,2026/8/29 1:53,Batch 2 · 207
1464,29.51,90.09,0,2026/8/29 1:54,Batch 2 · 207
1467,29.5,90.07,0,2026/8/29 1:55,Batch 2 · 207
1471,29.53,90.08,0,2026/8/29 1:56,Batch 2 · 207
1470,29.54,90.09,0,2026/8/29 1:57,Batch 2 · 207
1470,29.51,90.08,0,2026/8/29 1:58,Batch 2 · 207
1473,29.53,90.05,0,2026/8/29 1:59,Batch 2 · 207
1471,29.56,90.05,0,2026/8/29 2:01,Batch 2 · 207
1472,29.56,90.06,0,2026/8/29 2:02,Batch 2 · 207
1471,29.54,90.04,0,2026/8/29 2:03,Batch 2 · 207
1471,29.56,90.04,0,2026/8/29 2:04,Batch 2 · 207
1476,29.56,90.07,0,2026/8/29 2:05,Batch 2 · 207
1476,29.57,90.05,0,2026/8/29 2:06,Batch 2 · 207
1475,29.58,90.05,0,2026/8/29 2:07,Batch 2 · 207
1479,29.58,90,0,2026/8/29 2:08,Batch 2 · 207
1479,29.58,90.02,0,2026/8/29 2:09,Batch 2 · 207
1479,29.6,90.02,0,2026/8/29 2:10,Batch 2 · 207
1479,29.6,90.01,0,2026/8/29 2:11,Batch 2 · 207
1482,29.57,89.99,0,2026/8/29 2:12,Batch 2 · 207
1483,29.6,90.01,0,2026/8/29 2:13,Batch 2 · 207
1486,29.61,90.01,0,2026/8/29 2:14,Batch 2 · 207
1487,29.61,90.01,0,2026/8/29 2:15,Batch 2 · 207
1486,29.61,90.01,0,2026/8/29 2:16,Batch 2 · 207
1489,29.64,90.01,0,2026/8/29 2:17,Batch 2 · 207
1488,29.64,90,0,2026/8/29 2:18,Batch 2 · 207
1490,29.61,89.97,0,2026/8/29 2:19,Batch 2 · 207
1492,29.63,90,0,2026/8/29 2:20,Batch 2 · 207
1491,29.66,89.96,0,2026/8/29 2:21,Batch 2 · 207
1493,29.64,89.97,0,2026/8/29 2:22,Batch 2 · 207
1492,29.63,89.96,0,2026/8/29 2:23,Batch 2 · 207
1493,29.66,90,0,2026/8/29 2:24,Batch 2 · 207
1493,29.63,89.95,0,2026/8/29 2:25,Batch 2 · 207
1496,29.67,90.01,6,2026/8/29 2:26,Batch 2 · 207
1497,29.66,89.95,6,2026/8/29 2:27,Batch 2 · 207
1499,29.66,89.94,6,2026/8/29 2:28,Batch 2 · 207
1499,29.68,89.94,6,2026/8/29 2:29,Batch 2 · 207
1500,29.68,90,6,2026/8/29 2:30,Batch 2 · 207
1504,29.7,89.97,6,2026/8/29 2:31,Batch 2 · 207
1505,29.7,89.96,6,2026/8/29 2:32,Batch 2 · 207
1504,29.7,89.96,6,2026/8/29 2:33,Batch 2 · 207
1504,29.7,89.94,6,2026/8/29 2:34,Batch 2 · 207
1505,29.73,89.94,6,2026/8/29 2:35,Batch 2 · 207
1508,29.7,89.9,6,2026/8/29 2:36,Batch 2 · 207
1511,29.71,89.91,6,2026/8/29 2:37,Batch 2 · 207
1509,29.71,89.94,6,2026/8/29 2:38,Batch 2 · 207
1510,29.7,89.9,6,2026/8/29 2:39,Batch 2 · 207
1514,29.71,89.9,6,2026/8/29 2:40,Batch 2 · 207
1513,29.74,89.91,6,2026/8/29 2:41,Batch 2 · 207
1513,29.74,89.91,6,2026/8/29 2:42,Batch 2 · 207
1515,29.73,89.89,6,2026/8/29 2:43,Batch 2 · 207
1516,29.75,89.89,6,2026/8/29 2:44,Batch 2 · 207
1515,29.75,89.88,6,2026/8/29 2:45,Batch 2 · 207
1516,29.74,89.87,6,2026/8/29 2:46,Batch 2 · 207
1515,29.75,89.9,6,2026/8/29 2:47,Batch 2 · 207
1516,29.77,89.86,6,2026/8/29 2:48,Batch 2 · 207
1521,29.75,89.88,6,2026/8/29 2:49,Batch 2 · 207
1521,29.77,89.87,6,2026/8/29 2:50,Batch 2 · 207
1519,29.77,89.85,6,2026/8/29 2:51,Batch 2 · 207
1522,29.78,89.88,6,2026/8/29 2:52,Batch 2 · 207
1525,29.77,89.86,6,2026/8/29 2:53,Batch 2 · 207
1524,29.79,89.87,6,2026/8/29 2:54,Batch 2 · 207
1526,29.78,89.83,6,2026/8/29 2:55,Batch 2 · 207
1527,29.81,89.84,6,2026/8/29 2:56,Batch 2 · 207
1528,29.79,89.84,6,2026/8/29 2:57,Batch 2 · 207
1530,29.82,89.84,7,2026/8/29 2:58,Batch 2 · 207
1531,29.82,89.85,7,2026/8/29 2:59,Batch 2 · 207
1534,29.82,89.86,7,2026/8/29 3:00,Batch 2 · 207
1533,29.82,89.87,7,2026/8/29 3:01,Batch 2 · 207
1533,29.81,89.83,7,2026/8/29 3:02,Batch 2 · 207
1531,29.82,89.81,7,2026/8/29 3:03,Batch 2 · 207
1536,29.84,89.83,7,2026/8/29 3:04,Batch 2 · 207
1535,29.82,89.83,7,2026/8/29 3:05,Batch 2 · 207
1536,29.84,89.83,7,2026/8/29 3:06,Batch 2 · 207
1536,29.84,89.8,7,2026/8/29 3:07,Batch 2 · 207
1539,29.85,89.81,7,2026/8/29 3:08,Batch 2 · 207
1540,29.87,89.81,7,2026/8/29 3:09,Batch 2 · 207
1542,29.87,89.81,7,2026/8/29 3:11,Batch 2 · 207
1543,29.88,89.79,7,2026/8/29 3:12,Batch 2 · 207
1542,29.88,89.81,7,2026/8/29 3:13,Batch 2 · 207
1542,29.87,89.79,7,2026/8/29 3:14,Batch 2 · 207
1545,29.88,89.77,7,2026/8/29 3:15,Batch 2 · 207
1546,29.87,89.77,7,2026/8/29 3:16,Batch 2 · 207
1547,29.88,89.76,7,2026/8/29 3:17,Batch 2 · 207
1548,29.88,89.74,7,2026/8/29 3:18,Batch 2 · 207
1548,29.88,89.76,7,2026/8/29 3:19,Batch 2 · 207
1549,29.9,89.75,8,2026/8/29 3:20,Batch 2 · 207
1551,29.91,89.73,8,2026/8/29 3:21,Batch 2 · 207
1554,29.88,89.76,8,2026/8/29 3:22,Batch 2 · 207
1552,29.91,89.76,8,2026/8/29 3:23,Batch 2 · 207
1555,29.91,89.76,8,2026/8/29 3:24,Batch 2 · 207
1557,29.9,89.71,8,2026/8/29 3:25,Batch 2 · 207
1556,29.94,89.71,8,2026/8/29 3:26,Batch 2 · 207
1555,29.91,89.72,8,2026/8/29 3:27,Batch 2 · 207
1553,29.92,89.71,8,2026/8/29 3:28,Batch 2 · 207
1555,29.95,89.71,8,2026/8/29 3:29,Batch 2 · 207
1557,29.92,89.72,8,2026/8/29 3:30,Batch 2 · 207
1555,29.92,89.72,8,2026/8/29 3:31,Batch 2 · 207
1554,29.94,89.69,8,2026/8/29 3:32,Batch 2 · 207
1557,29.95,89.72,8,2026/8/29 3:33,Batch 2 · 207
1560,29.95,89.7,8,2026/8/29 3:34,Batch 2 · 207
1562,29.94,89.67,8,2026/8/29 3:35,Batch 2 · 207
1563,29.97,89.69,8,2026/8/29 3:36,Batch 2 · 207
1564,29.94,89.67,8,2026/8/29 3:37,Batch 2 · 207
1565,29.95,89.67,8,2026/8/29 3:38,Batch 2 · 207
1567,29.99,89.67,8,2026/8/29 3:39,Batch 2 · 207
1565,29.98,89.67,8,2026/8/29 3:40,Batch 2 · 207
1573,29.95,89.66,8,2026/8/29 3:41,Batch 2 · 207
1570,29.99,89.66,8,2026/8/29 3:42,Batch 2 · 207
1568,29.97,89.64,8,2026/8/29 3:43,Batch 2 · 207
1569,29.99,89.67,8,2026/8/29 3:44,Batch 2 · 207
1572,29.99,89.66,8,2026/8/29 3:45,Batch 2 · 207
1571,30.01,89.64,8,2026/8/29 3:46,Batch 2 · 207
1573,30.01,89.63,8,2026/8/29 3:47,Batch 2 · 207
1575,30.02,89.66,8,2026/8/29 3:48,Batch 2 · 207
1576,30.01,89.63,8,2026/8/29 3:49,Batch 2 · 207
1577,30.02,89.63,9,2026/8/29 3:50,Batch 2 · 207
1578,30.02,89.64,9,2026/8/29 3:51,Batch 2 · 207
1579,30.02,89.63,9,2026/8/29 3:52,Batch 2 · 207
1582,30.02,89.62,9,2026/8/29 3:53,Batch 2 · 207
1581,30.05,89.63,9,2026/8/29 3:54,Batch 2 · 207
1581,30.02,89.62,9,2026/8/29 3:55,Batch 2 · 207
1581,30.03,89.57,9,2026/8/29 3:56,Batch 2 · 207
1584,30.01,89.61,9,2026/8/29 3:57,Batch 2 · 207
1584,30.03,89.59,9,2026/8/29 3:58,Batch 2 · 207
1585,30.06,89.62,9,2026/8/29 3:59,Batch 2 · 207
1586,30.02,89.58,9,2026/8/29 4:00,Batch 2 · 207
1587,30.03,89.56,9,2026/8/29 4:01,Batch 2 · 207
1587,30.05,89.56,9,2026/8/29 4:02,Batch 2 · 207
1591,30.05,89.58,9,2026/8/29 4:03,Batch 2 · 207
1590,30.05,89.56,9,2026/8/29 4:04,Batch 2 · 207
1594,30.06,89.56,9,2026/8/29 4:05,Batch 2 · 207
1591,30.08,89.6,9,2026/8/29 4:06,Batch 2 · 207
1592,30.06,89.56,9,2026/8/29 4:07,Batch 2 · 207
1593,30.08,89.57,9,2026/8/29 4:08,Batch 2 · 207
1596,30.06,89.52,9,2026/8/29 4:09,Batch 2 · 207
1595,30.08,89.53,9,2026/8/29 4:10,Batch 2 · 207
1595,30.09,89.54,9,2026/8/29 4:11,Batch 2 · 207
1595,30.06,89.52,9,2026/8/29 4:12,Batch 2 · 207
1597,30.08,89.55,9,2026/8/29 4:13,Batch 2 · 207
1599,30.09,89.52,9,2026/8/29 4:14,Batch 2 · 207
1600,30.08,89.52,9,2026/8/29 4:15,Batch 2 · 207
1598,30.1,89.53,9,2026/8/29 4:17,Batch 2 · 207
1601,30.09,89.52,9,2026/8/29 4:18,Batch 2 · 207
1601,30.09,89.5,9,2026/8/29 4:19,Batch 2 · 207
1605,30.12,89.52,9,2026/8/29 4:20,Batch 2 · 207
1606,30.1,89.5,9,2026/8/29 4:21,Batch 2 · 207
1608,30.1,89.51,9,2026/8/29 4:22,Batch 2 · 207
1609,30.1,89.48,9,2026/8/29 4:23,Batch 2 · 207
1607,30.13,89.52,9,2026/8/29 4:24,Batch 2 · 207
1607,30.1,89.52,9,2026/8/29 4:25,Batch 2 · 207
1611,30.1,89.48,9,2026/8/29 4:26,Batch 2 · 207
1612,30.13,89.5,9,2026/8/29 4:27,Batch 2 · 207
1614,30.12,89.5,9,2026/8/29 4:28,Batch 2 · 207
1617,30.13,89.47,9,2026/8/29 4:29,Batch 2 · 207
1613,30.15,89.47,9,2026/8/29 4:30,Batch 2 · 207
1615,30.12,89.47,9,2026/8/29 4:31,Batch 2 · 207
1619,30.13,89.46,9,2026/8/29 4:32,Batch 2 · 207
1617,30.15,89.46,9,2026/8/29 4:33,Batch 2 · 207
1618,30.13,89.47,9,2026/8/29 4:34,Batch 2 · 207
1619,30.15,89.44,9,2026/8/29 4:35,Batch 2 · 207
1618,30.18,89.46,9,2026/8/29 4:36,Batch 2 · 207
1622,30.12,89.42,9,2026/8/29 4:37,Batch 2 · 207
1622,30.15,89.46,10,2026/8/29 4:38,Batch 2 · 207
1621,30.15,89.42,10,2026/8/29 4:39,Batch 2 · 207
1624,30.18,89.42,10,2026/8/29 4:40,Batch 2 · 207
1625,30.18,89.45,10,2026/8/29 4:41,Batch 2 · 207
1624,30.19,89.43,10,2026/8/29 4:42,Batch 2 · 207
1623,30.19,89.42,10,2026/8/29 4:43,Batch 2 · 207
1624,30.16,89.4,10,2026/8/29 4:44,Batch 2 · 207
1627,30.18,89.42,10,2026/8/29 4:45,Batch 2 · 207
1630,30.19,89.43,10,2026/8/29 4:46,Batch 2 · 207
1631,30.19,89.42,10,2026/8/29 4:47,Batch 2 · 207
1628,30.19,89.4,10,2026/8/29 4:48,Batch 2 · 207
1628,30.2,89.39,10,2026/8/29 4:49,Batch 2 · 207
1632,30.16,89.39,10,2026/8/29 4:50,Batch 2 · 207
1634,30.22,89.39,10,2026/8/29 4:51,Batch 2 · 207
1634,30.19,89.4,10,2026/8/29 4:52,Batch 2 · 207
1634,30.2,89.44,10,2026/8/29 4:53,Batch 2 · 207
1638,30.23,89.4,10,2026/8/29 4:54,Batch 2 · 207
1639,30.19,89.39,10,2026/8/29 4:55,Batch 2 · 207
1641,30.22,89.36,10,2026/8/29 4:56,Batch 2 · 207
1642,30.23,89.38,10,2026/8/29 4:57,Batch 2 · 207
1640,30.2,89.39,10,2026/8/29 4:58,Batch 2 · 207
1644,30.23,89.33,10,2026/8/29 4:59,Batch 2 · 207
1643,30.22,89.37,10,2026/8/29 5:00,Batch 2 · 207
1645,30.25,89.38,10,2026/8/29 5:01,Batch 2 · 207
1645,30.23,89.35,10,2026/8/29 5:02,Batch 2 · 207
1648,30.25,89.38,10,2026/8/29 5:03,Batch 2 · 207
1649,30.23,89.39,10,2026/8/29 5:04,Batch 2 · 207
1648,30.23,89.35,10,2026/8/29 5:05,Batch 2 · 207
1650,30.22,89.36,10,2026/8/29 5:06,Batch 2 · 207
1650,30.23,89.36,10,2026/8/29 5:07,Batch 2 · 207
1651,30.26,89.36,10,2026/8/29 5:08,Batch 2 · 207
1651,30.26,89.36,10,2026/8/29 5:09,Batch 2 · 207
1652,30.26,89.37,10,2026/8/29 5:10,Batch 2 · 207
1653,30.25,89.32,10,2026/8/29 5:11,Batch 2 · 207
1654,30.26,89.34,10,2026/8/29 5:12,Batch 2 · 207
1655,30.26,89.34,10,2026/8/29 5:13,Batch 2 · 207
1656,30.29,89.36,10,2026/8/29 5:14,Batch 2 · 207
1658,30.27,89.31,10,2026/8/29 5:15,Batch 2 · 207
1659,30.27,89.37,10,2026/8/29 5:16,Batch 2 · 207
1656,30.26,89.32,10,2026/8/29 5:17,Batch 2 · 207
1659,30.25,89.3,10,2026/8/29 5:18,Batch 2 · 207
1661,30.27,89.33,10,2026/8/29 5:20,Batch 2 · 207
1666,30.29,89.33,10,2026/8/29 5:21,Batch 2 · 207
1667,30.26,89.31,10,2026/8/29 5:22,Batch 2 · 207
1663,30.3,89.32,10,2026/8/29 5:23,Batch 2 · 207
1665,30.27,89.33,10,2026/8/29 5:24,Batch 2 · 207
1667,30.29,89.31,10,2026/8/29 5:25,Batch 2 · 207
1668,30.29,89.28,10,2026/8/29 5:26,Batch 2 · 207
1667,30.29,89.31,10,2026/8/29 5:27,Batch 2 · 207
1668,30.3,89.3,10,2026/8/29 5:28,Batch 2 · 207
1668,30.32,89.29,10,2026/8/29 5:29,Batch 2 · 207
1669,30.29,89.29,10,2026/8/29 5:30,Batch 2 · 207
1670,30.29,89.29,10,2026/8/29 5:31,Batch 2 · 207
1672,30.29,89.33,10,2026/8/29 5:32,Batch 2 · 207
1672,30.3,89.29,11,2026/8/29 5:33,Batch 2 · 207
1673,30.3,89.3,10,2026/8/29 5:34,Batch 2 · 207
1676,30.3,89.27,11,2026/8/29 5:35,Batch 2 · 207
1677,30.3,89.23,11,2026/8/29 5:36,Batch 2 · 207
1676,30.33,89.26,11,2026/8/29 5:37,Batch 2 · 207
1677,30.3,89.24,11,2026/8/29 5:38,Batch 2 · 207
1677,30.33,89.26,11,2026/8/29 5:39,Batch 2 · 207
1677,30.32,89.24,11,2026/8/29 5:40,Batch 2 · 207
1678,30.33,89.27,11,2026/8/29 5:41,Batch 2 · 207
1681,30.32,89.27,11,2026/8/29 5:42,Batch 2 · 207
1682,30.35,89.25,11,2026/8/29 5:43,Batch 2 · 207
1683,30.33,89.25,11,2026/8/29 5:44,Batch 2 · 207
1685,30.35,89.28,11,2026/8/29 5:45,Batch 2 · 207
1688,30.33,89.26,11,2026/8/29 5:46,Batch 2 · 207
1686,30.32,89.28,11,2026/8/29 5:47,Batch 2 · 207
1689,30.32,89.25,11,2026/8/29 5:48,Batch 2 · 207
